Product code,Product label,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
'2852,"Compounds, inorganic or organic, of mercury, whether or not chemically defined (excluding amalgams)",17456.0,40280.0,42590.0,33437.0,40930.0,43642.0,30078.0,22698.0,14228.0,14027.0,40151.0
'2853,"Inorganic compounds, incl. distilled or conductivity water and water of similar purity, n.e.s.; ...",714324.0,786505.0,829080.0,784639.0,769626.0,953084.0,1494793.0,3133755.0,2043992.0,2256234.0,2936813.0
'2901,Acyclic hydrocarbons,28325081.0,28045562.0,27124318.0,27899785.0,18822489.0,18069581.0,22420027.0,27026106.0,23125967.0,17099578.0,26086498.0
'2902,Cyclic hydrocarbons,53636286.0,55045936.0,63211863.0,59084900.0,39808081.0,36597486.0,44791481.0,52127246.0,42708170.0,28515753.0,44914078.0
'2903,Halogenated derivatives of hydrocarbons,10474061.0,8896753.0,8248357.0,8656962.0,7651204.0,7514204.0,9175100.0,10909273.0,10715562.0,9323160.0,13756947.0
'2904,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated",1194142.0,1151889.0,1444102.0,1432164.0,1531145.0,1396011.0,1049613.0,2087523.0,1884379.0,1716921.0,2370336.0
'2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",36353259.0,34392817.0,33877341.0,34044523.0,25337490.0,20619461.0,27843300.0,33651452.0,27122578.0,23759265.0,38575152.0
'2906,"Cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",2098237.0,2189107.0,2214362.0,2030288.0,1772510.0,1640002.0,1885859.0,2393052.0,2315243.0,2175338.0,2547177.0
'2907,Phenols; phenol-alcohols,7972960.0,7218173.0,6930012.0,6950650.0,4751439.0,4674793.0,5546876.0,6933424.0,5657626.0,5227689.0,8260563.0
'2908,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols",606965.0,615845.0,460924.0,454287.0,371762.0,434384.0,503908.0,530120.0,500598.0,525967.0,610033.0
'2909,"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxide, ...",15129656.0,18694263.0,20525291.0,20410436.0,16183715.0,13271308.0,15612966.0,17649992.0,15319983.0,11822347.0,17246300.0
'2910,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ...",4193723.0,4398226.0,4455198.0,4403057.0,3245308.0,2663026.0,2863448.0,3458768.0,3472062.0,3155308.0,4587476.0
'2911,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ...",105428.0,97878.0,89873.0,107689.0,83887.0,72625.0,80448.0,71757.0,75501.0,74069.0,90918.0
'2912,"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; parafo ...",1791605.0,1819166.0,1951939.0,2048411.0,1851098.0,1707438.0,1850233.0,2119425.0,2120050.0,2069218.0,2581853.0
'2913,"Halogenated, sulphonated, nitrated or nitrosated derivatives of cyclic polymers of aldehydes ...",82817.0,75473.0,70735.0,85614.0,71399.0,75134.0,72157.0,83682.0,93396.0,82997.0,85477.0
'2914,"Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, ...",6839642.0,6338019.0,6290453.0,6848025.0,5132150.0,4712689.0,5858996.0,6529390.0,5573283.0,5758957.0,7632645.0
'2915,"Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; ...",13289316.0,12796990.0,12860824.0,14139581.0,11966295.0,11163356.0,12509676.0,14832464.0,12947643.0,12091431.0,20550625.0
'2916,"Unsaturated acyclic monocarboxylic acids, cyclic monocarboxylic acids, their anhydrides, halides, ...",10099111.0,9678784.0,9986288.0,10062212.0,7867730.0,6955087.0,8748898.0,9980818.0,9231081.0,8339119.0,13853150.0
'2917,"Polycarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; their halogenated, ...",22336354.0,19389351.0,16595082.0,13260003.0,10263831.0,9500375.0,11857173.0,14306833.0,13235785.0,9977395.0,16170614.0
'2918,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",6728989.0,6436753.0,6659234.0,6581686.0,6236785.0,6071521.0,6744906.0,7506355.0,7122921.0,7214215.0,9119739.0
'2919,"Phosphoric esters and their salts, incl. lactophosphates; their halogenated, sulphonated, nitrated ...",890835.0,923286.0,920058.0,963791.0,853466.0,746911.0,852284.0,942023.0,939391.0,911473.0,1591680.0
'2920,"Esters of other inorganic acids of non-metals and their salts; their halogenated, sulphonated, ...",1290234.0,1474102.0,1460043.0,1527585.0,1412197.0,1314415.0,1406231.0,1651357.0,1587474.0,1494545.0,1983468.0
'2921,Amine-function compounds,9617806.0,8966432.0,9270720.0,9245018.0,7813102.0,6987122.0,8380924.0,9379118.0,8588975.0,7746792.0,11076612.0
'2922,Oxygen-function amino-compounds,18595920.0,20902565.0,18895862.0,18340287.0,18669276.0,18941449.0,17875816.0,19336508.0,16484722.0,14634768.0,18092934.0
'2923,"Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or ...",1740105.0,1793337.0,1823051.0,1783620.0,1642724.0,1646347.0,1830567.0,2120308.0,2036712.0,2079152.0,2493924.0
'2924,Carboxyamide-function compounds; amide-function compounds of carbonic acid,7843960.0,7490604.0,7596629.0,7871182.0,7089060.0,6712115.0,6932383.0,7646966.0,7724018.0,7628572.0,9408530.0
'2925,"Carboxyimide-function compounds, incl. saccharin and its salts, and imine-function compounds",1190921.0,1219023.0,1337345.0,1271777.0,1282205.0,1267633.0,1353226.0,1416497.0,1426954.0,1573579.0,1965613.0
'2926,Nitrile-function compounds,6901232.0,6264477.0,6169754.0,5964149.0,4308344.0,3875537.0,4688306.0,6008824.0,5598712.0,4786312.0,6694517.0
'2927,"Diazo-, azo- or azoxy-compounds",570916.0,560911.0,545901.0,542124.0,495424.0,508329.0,570552.0,608314.0,578203.0,518454.0,704373.0
'2928,Organic derivatives of hydrazine or of hydroxylamine,1127358.0,1098215.0,1267191.0,1401498.0,1347212.0,1195130.0,1112863.0,1173999.0,1215736.0,1349690.0,1557930.0
'2929,Compounds with other nitrogen function (excluding amine-function compounds; oxygen-function ...,5160301.0,5371980.0,5480283.0,5426509.0,4345802.0,4579037.0,6922025.0,8170576.0,5165475.0,4811237.0,6739719.0
'2930,Organo-sulphur compounds,8586738.0,8166822.0,6262376.0,6586513.0,6055978.0,5604663.0,5677489.0,6296330.0,5686743.0,5919926.0,7778245.0
'2931,Separate chemically defined organo-inorganic compounds (excluding organo-sulphur compounds ...,5797684.0,6046692.0,6854716.0,6799891.0,5904850.0,5491122.0,6045329.0,7490449.0,6886998.0,6369358.0,9566591.0
'2932,Heterocyclic compounds with oxygen hetero-atom[s] only,6840160.0,7350100.0,7236428.0,6406888.0,6233832.0,6296514.0,6640030.0,8026586.0,8016946.0,7907930.0,9628395.0
'2933,Heterocyclic compounds with nitrogen hetero-atom[s] only,62382081.0,63027198.0,64527892.0,59639253.0,56324960.0,59497407.0,57664632.0,75081313.0,76386244.0,79356668.0,80044855.0
'2934,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excluding ...",22338004.0,19077754.0,17951996.0,17728597.0,20038733.0,17047710.0,16270097.0,17017888.0,18532227.0,25443725.0,25836335.0
'2935,Sulphonamides,7224747.0,10630163.0,10559221.0,9817812.0,10708906.0,11479813.0,8392904.0,9739878.0,10746876.0,9734742.0,9752876.0
'2936,"Provitamins and vitamins, natural or reproduced by synthesis, incl. natural concentrates, derivatives ...",5497898.0,5067883.0,4845805.0,5238790.0,4865383.0,5516660.0,6899375.0,7844516.0,6705875.0,7801488.0,8565495.0
'2937,"""Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; ...",13299264.0,17623201.0,15917110.0,16967758.0,14881688.0,14204958.0,15799924.0,15447506.0,18221502.0,20506953.0,21314626.0
'2938,"Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other ...",837985.0,997625.0,1199467.0,1784186.0,1841775.0,2002270.0,1332935.0,1392900.0,1350179.0,1440726.0,1765513.0
'2939,"Vegetable alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...",1690037.0,2133388.0,2205461.0,2079534.0,2006527.0,1799731.0,1623964.0,1699427.0,1705232.0,1619107.0,1754947.0
'2940,"Sugars, chemically pure (excluding sucrose, lactose, maltose, glucose and fructose); sugar ...",839345.0,821463.0,890125.0,943215.0,797181.0,799786.0,852777.0,951068.0,1050537.0,1201739.0,1464444.0
'2941,Antibiotics,16255351.0,12369465.0,12590910.0,10917766.0,10711202.0,10254262.0,10285510.0,10687638.0,10720277.0,9958789.0,9444448.0
'2942,"Separate chemically defined organic compounds, n.e.s.",3344730.0,3300185.0,2154169.0,1854181.0,1909031.0,1673010.0,1729553.0,1832889.0,1903399.0,1845648.0,1939489.0
'3001,"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; extracts ...",6042221.0,5717553.0,5078436.0,4666270.0,4350823.0,3972386.0,3674723.0,4187328.0,4433572.0,4912928.0,6036141.0
'3002,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses; antisera ...",88902040.0,101229330.0,106718550.0,120557346.0,121068641.0,129739082.0,156223475.0,179835044.0,200280698.0,233134915.0,358685287.0
'3003,Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic ...,12243091.0,11748254.0,12884669.0,10494857.0,11142598.0,11308103.0,13638925.0,15879873.0,9425933.0,9731260.0,9117150.0
'3004,"""Medicaments consisting of mixed or unmixed products for therapeutic or prophylactic uses, ...",327835615.0,317378832.0,322684283.0,339815255.0,319906056.0,325711746.0,330008313.0,357112572.0,373042713.0,402548672.0,421591075.0
'3005,"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ...",6962227.0,6524622.0,7065286.0,7297466.0,7025790.0,7309341.0,7630563.0,8161697.0,8323020.0,8334582.0,9343961.0
'3006,Pharmaceutical preparations and products of subheadings 3006.10.10 to 3006.60.90,14473058.0,15297186.0,15657772.0,15848364.0,14577267.0,13963467.0,14442764.0,15784729.0,16253546.0,15450718.0,18147174.0
'3101,"Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers ...",765410.0,780689.0,888728.0,880756.0,775465.0,779364.0,831304.0,833360.0,886682.0,935531.0,1150371.0
'3102,"Mineral or chemical nitrogenous fertilisers (excluding those in pellet or similar forms, or ...",28536917.0,30503600.0,27482240.0,26561662.0,23977081.0,19178797.0,18773334.0,21628883.0,22226329.0,21352654.0,35501492.0
'3103,"Mineral or chemical phosphatic fertilisers (excluding those in tablets or similar forms, or ...",2717037.0,2199877.0,2042306.0,1999836.0,1759198.0,1439363.0,1522680.0,1655847.0,1622253.0,1225760.0,2207863.0
'3104,"Mineral or chemical potassic fertilisers (excluding those in tablets or similar forms, or in ...",18348176.0,17872268.0,14929763.0,14471262.0,14050147.0,9727071.0,10951158.0,12616954.0,13100344.0,11453986.0,12961042.0
'3105,"Mineral or chemical fertilisers containing two or three of the fertilising elements nitrogen, ...",24923914.0,22379957.0,20106235.0,19834866.0,20722186.0,17184451.0,18234443.0,21338623.0,20102002.0,19446698.0,30727492.0
'3201,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives",314997.0,322295.0,347727.0,385075.0,335862.0,335771.0,368616.0,288182.0,254689.0,235272.0,331383.0
'3202,"Synthetic organic tanning substances; inorganic tanning substances; tanning preparations, whether ...",803788.0,772158.0,803474.0,832331.0,719029.0,719502.0,713253.0,704681.0,628853.0,496070.0,584847.0
'3203,"Colouring matter of vegetable or animal origin, incl. dye extracts (excluding animal black), ...",1048590.0,1000628.0,969588.0,978314.0,1012440.0,1162913.0,1274728.0,1320157.0,1257978.0,1459509.0,1582227.0
'3204,"Synthetic organic colouring matter, whether or not chemically defined; preparations based on ...",12196994.0,11783496.0,12513546.0,13444712.0,11966488.0,11774714.0,12473040.0,13647465.0,13777790.0,12237618.0,15137600.0
'3205,Colour lakes (other than Chinese or Japanese lacquer and paints); preparations based on colour ...,366374.0,243256.0,219920.0,225439.0,234179.0,256178.0,278930.0,269623.0,252786.0,224404.0,256667.0
'3206,"Inorganic or mineral colouring matter, n.e.s.; preparations based on inorganic or mineral colouring ...",14725878.0,13610653.0,13000571.0,12519994.0,10956206.0,11139288.0,13804171.0,14947300.0,13483889.0,13179211.0,17306805.0
'3207,"Prepared pigments, prepared opacifiers and prepared colours, vitrifiable enamels and glazes, ...",6280815.0,5083870.0,4956626.0,4953935.0,4406236.0,4560126.0,4533297.0,4715048.0,4280754.0,4796149.0,6215429.0
'3208,"Paints and varnishes, incl. enamels and lacquers, based on synthetic polymers or chemically ...",14440861.0,14442664.0,14527776.0,15080677.0,13351126.0,12999075.0,13872350.0,15265037.0,14981856.0,14393082.0,16842580.0
'3209,"Paints and varnishes, incl. enamels and lacquers, based on synthetic polymers or chemically ...",6028866.0,6121035.0,6276298.0,6470728.0,5821247.0,5721465.0,6151415.0,6770898.0,6621187.0,6564221.0,7688679.0
'3210,"Paints and varnishes, incl. enamels, lacquers and distempers (excluding those based on synthetic ...",820352.0,796989.0,852269.0,865205.0,815097.0,788038.0,827851.0,892813.0,725175.0,662059.0,803053.0
'3211,Prepared driers,201554.0,215731.0,189619.0,203607.0,196497.0,181516.0,217816.0,242837.0,224908.0,205035.0,248266.0
'3212,"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ...",2667257.0,2512165.0,2501024.0,2389158.0,2111836.0,2295586.0,2311406.0,2412336.0,2336589.0,2048251.0,2462498.0
'3213,"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and ...",569914.0,620080.0,636639.0,683163.0,647215.0,697525.0,711306.0,794160.0,838498.0,999177.0,1226161.0
'3214,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...",7430558.0,7348327.0,7791547.0,8108477.0,7260149.0,7497489.0,8182772.0,9030274.0,8808532.0,8508304.0,10290178.0
'3215,"Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid",12204341.0,12837431.0,13878053.0,13884218.0,11809474.0,11614544.0,11961416.0,12250430.0,11450376.0,11061078.0,12136337.0
'3301,"Essential oils, whether or not terpeneless, incl. concretes and absolutes; resinoids; extracted ...",3634767.0,3674940.0,3966013.0,4450634.0,4846851.0,4733578.0,5431385.0,5942694.0,5632482.0,5314285.0,6065800.0
'3302,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ...",21235115.0,21830450.0,22368509.0,23535652.0,22189021.0,22577306.0,23674100.0,25717042.0,25696338.0,25989995.0,29086311.0
'3303,"Perfumes and toilet waters (excluding aftershave lotions, personal deodorants and hair lotions)",17011969.0,17715570.0,18487651.0,18597567.0,16693630.0,17115340.0,19015508.0,20810505.0,21196645.0,16802437.0,22195232.0
'3304,"Beauty or make-up preparations and preparations for the care of the skin, incl. sunscreen or ...",32647715.0,32855881.0,35818424.0,38059599.0,37910734.0,42520200.0,49578937.0,59237573.0,63745233.0,62133562.0,71471357.0
'3305,Preparations for use on the hair,12231624.0,12815677.0,13931643.0,13897471.0,12813638.0,12845235.0,13635581.0,14789801.0,14820832.0,14597389.0,16548987.0
'3306,"""Preparations for oral or dental hygiene, incl. denture fixative pastes and powders; yarn used ...",4834367.0,4940967.0,5444843.0,5569148.0,5120101.0,5259270.0,5731318.0,6088953.0,6126083.0,6116106.0,6631252.0
'3307,"Shaving preparations, incl. pre-shave and aftershave products, personal deodorants, bath and ...",11062881.0,11228875.0,11772306.0,12363745.0,11376218.0,11576857.0,12787474.0,13986332.0,13764188.0,13637623.0,15122951.0
'3401,"Soap; organic surface-active products and preparations for use as soap, in the form of bars, ...",9461894.0,9658198.0,10224434.0,10353184.0,9576501.0,9763642.0,10704749.0,11550377.0,11816019.0,14584538.0,14589320.0
'3402,"Organic surface-active agents (excluding soap); surface-active preparations, washing preparations, ...",27982576.0,28289108.0,29607977.0,30956358.0,27396679.0,27640517.0,30040852.0,32002319.0,31841403.0,33636893.0,37351257.0
'3403,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",8991849.0,9685751.0,9174974.0,9725622.0,8589900.0,8733033.0,9528913.0,10423698.0,9930265.0,8898828.0,11005832.0
'3404,Artificial waxes and prepared waxes,2476787.0,2522373.0,3030209.0,2691099.0,2392156.0,2376639.0,2588221.0,2762140.0,2608347.0,2601015.0,3672060.0
'3405,"Shoe polish, furniture wax and floor waxes, polishes and creams for coachwork, glass or metal, ...",2396305.0,2337572.0,2272788.0,2338030.0,2050757.0,2099274.0,2264959.0,2368186.0,2328961.0,2455795.0,2919507.0
'3406,"Candles, tapers and the like",3040172.0,3002302.0,3060189.0,3101014.0,2929732.0,2914040.0,2936913.0,3200157.0,3234506.0,3410653.0,4697289.0
'3407,"""Modelling pastes, incl. those put up for children's amusement; preparations known as """"dental ...",542269.0,568326.0,594334.0,684200.0,684837.0,715803.0,798146.0,972204.0,1014038.0,925064.0,1232996.0
'3501,"Casein, caseinates and other casein derivatives; casein glues (excluding those packaged as ...",2472499.0,2257016.0,2240254.0,2471007.0,1963815.0,1536358.0,1648711.0,1516107.0,1578772.0,1877883.0,2452333.0
'3502,"Albumins, incl. concentrates of two or more whey proteins containing by weight > 80% whey proteins, ...",1113200.0,1288064.0,1479799.0,1633984.0,1426572.0,1319635.0,1500687.0,1432010.0,1568964.0,1732628.0,2423069.0
'3503,"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ...",1532694.0,1729800.0,1906710.0,1798453.0,1647032.0,1556600.0,1652223.0,1665745.0,1785618.0,2032399.0,1929155.0
'3504,"Peptones and their derivatives; other protein substances and their derivatives, n.e.s.; hide ...",2090279.0,2127051.0,2543795.0,2688200.0,2310448.0,2270263.0,2487281.0,2802605.0,3095919.0,3483771.0,4365604.0
'3505,"Dextrins and other modified starches, e.g. pregelatinised or esterified starches; glues based ...",3435146.0,3222734.0,3404367.0,3470004.0,3023561.0,3064410.0,3146262.0,3411513.0,3393796.0,3409684.0,3939206.0
'3506,"Prepared glues and other prepared adhesives, n.e.s.; products suitable for use as glues or ...",10312170.0,10440285.0,10784914.0,11339768.0,10474805.0,10552557.0,11781227.0,12619615.0,12437287.0,12113501.0,14827677.0
'3507,"Enzymes; prepared enzymes, n.e.s.",4471326.0,4555812.0,4810227.0,5134368.0,4966263.0,5085077.0,5381216.0,5566102.0,5540686.0,6214672.0,7524345.0
'3601,Propellent powders,325569.0,382363.0,395969.0,402533.0,375375.0,361498.0,332690.0,309692.0,279291.0,311055.0,435344.0
'3602,Prepared explosives (excluding propellent powders),724454.0,772152.0,813395.0,746816.0,671731.0,648331.0,700474.0,741549.0,717459.0,574894.0,630620.0
'3603,Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators ...,1366993.0,1351510.0,1432833.0,1501410.0,1440434.0,1366144.0,1512215.0,1617239.0,1569389.0,1325651.0,1607428.0
'3604,"Fireworks, signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding ...",1072057.0,1139972.0,1184425.0,1304981.0,1194317.0,1096494.0,1131424.0,1312893.0,1299973.0,1069743.0,1208936.0
'3605,Matches (excluding pyrotechnic articles of heading 3604),240298.0,258039.0,266291.0,224885.0,185920.0,178197.0,186789.0,185183.0,170904.0,172539.0,192365.0
'3606,"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ...",295116.0,293224.0,328037.0,2128498.0,282822.0,261922.0,275963.0,308017.0,284098.0,300141.0,361389.0
'3701,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...",5970243.0,5627217.0,5187334.0,4927145.0,4364910.0,4158986.0,4104626.0,4662852.0,4564180.0,3815311.0,4468936.0
'3702,"Photographic film in rolls, sensitised, unexposed, of any material other than paper, paperboard ...",2718145.0,2214107.0,2031621.0,1788864.0,1573290.0,1364405.0,1404159.0,1440091.0,1344356.0,1327371.0,1544032.0
'3703,"Photographic paper, paperboard and textiles, sensitised, unexposed",1296519.0,1248472.0,1094695.0,986080.0,803486.0,705022.0,648547.0,602453.0,539834.0,353555.0,413576.0
'3704,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",55111.0,51462.0,35786.0,31375.0,24927.0,26767.0,32166.0,24600.0,18692.0,18855.0,36976.0
'3705,"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ...",1023253.0,1102522.0,1174778.0,1162626.0,1192226.0,1341946.0,1400082.0,1754780.0,1925578.0,1969430.0,2073007.0
'3706,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",496077.0,163185.0,78899.0,39732.0,16718.0,12853.0,8163.0,9423.0,5815.0,5778.0,14350.0
'3707,"Chemical preparations for photographic uses (excluding varnishes, glues, adhesives and similar ...",7161670.0,7426625.0,7237090.0,7139582.0,6559585.0,6859617.0,6944856.0,7061792.0,6916939.0,6245111.0,7080618.0
'3801,Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or ...,1982324.0,1849171.0,1697882.0,1716705.0,1484123.0,1414125.0,1793413.0,2673150.0,2533065.0,2393079.0,3154713.0
'3802,"Activated carbon; activated natural mineral products; animal black, whether or not spent",2155505.0,2354104.0,2350999.0,2827558.0,2266879.0,2657230.0,2372099.0,2741382.0,2607178.0,2536496.0,2930045.0
'3803,"Tall oil, whether or not refined",295584.0,306614.0,313867.0,227044.0,167952.0,196661.0,224220.0,239406.0,261269.0,291432.0,362510.0
'3804,"""Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ...",296488.0,332381.0,359801.0,410128.0,365044.0,321059.0,321416.0,318629.0,292574.0,297599.0,382007.0
'3805,"Gum, wood or sulphate turpentine and other terpenic oils produced by the distillation or other ...",266457.0,197397.0,182930.0,211352.0,209628.0,195086.0,262140.0,402308.0,488645.0,342645.0,468508.0
'3806,"Rosin, resin acids and derivatives thereof; rosin spirit and rosin oils; run gums",2553301.0,1809807.0,1851177.0,2082709.0,1772330.0,1505769.0,1491751.0,1456395.0,1177703.0,1119195.0,1649618.0
'3807,Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ...,148108.0,178365.0,133511.0,146891.0,78410.0,70195.0,74415.0,177669.0,105418.0,93977.0,112543.0
'3808,"Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products and plant-growth ...",27889844.0,29236845.0,33077639.0,34950481.0,31904983.0,30928087.0,34611592.0,36684757.0,36469483.0,41979680.0,44183073.0
'3809,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ...",4330603.0,4133263.0,4255134.0,4396520.0,4150990.0,4241426.0,4528463.0,4826273.0,4548746.0,4332016.0,4984943.0
'3810,"Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, ...",1897564.0,1888872.0,1747506.0,1710671.0,1504588.0,1520802.0,1633849.0,1768306.0,1674579.0,1632315.0,1907075.0
'3811,"Anti-knock preparations, oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive ...",11911744.0,11395023.0,11807493.0,12362177.0,10952890.0,10198117.0,10873109.0,12334801.0,11921588.0,10860092.0,12915584.0
'3812,"Prepared rubber accelerators; compound plasticisers for rubber or plastics, n.e.s.; anti-oxidising ...",4381620.0,4211258.0,4314986.0,4605564.0,4104725.0,4038366.0,4326782.0,4798247.0,4429911.0,4262017.0,5702532.0
'3813,Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades (excluding ...,277282.0,280988.0,268873.0,275701.0,241173.0,237395.0,255922.0,292437.0,280367.0,241319.0,289029.0
'3814,"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excluding ...",3572769.0,5048086.0,2137071.0,2136202.0,1831466.0,1515711.0,1768183.0,1928482.0,1973388.0,1707438.0,2190961.0
'3815,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ...",14577917.0,15316522.0,16059883.0,17531792.0,17202083.0,16847514.0,18057142.0,20033995.0,21515827.0,22361613.0,29283154.0
'3816,"Refractory cements, mortars, concretes and similar compositions (excluding preparations based ...",2280099.0,2137181.0,2172512.0,2320013.0,1972034.0,1948135.0,2127639.0,2454138.0,2349999.0,2213212.0,2742042.0
'3817,Mixed alkylbenzenes and mixed alkylnaphthalenes produced by the alkylation of benzene and naphthalene ...,2276608.0,2336123.0,2480226.0,2428449.0,1855454.0,1692909.0,1838007.0,1910751.0,1816575.0,1746187.0,2414298.0
'3818,"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, ...",14771520.0,11117363.0,10122407.0,10754815.0,10710565.0,11365910.0,12939454.0,14949339.0,14073734.0,14171161.0,17102581.0
'3819,Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ...,778842.0,827878.0,840757.0,844680.0,748781.0,776136.0,825873.0,902130.0,868930.0,765976.0,949133.0
'3820,Anti-freezing preparations and prepared de-icing fluids (excluding prepared additives for mineral ...,1398955.0,1379330.0,1492714.0,1307154.0,1141660.0,1081517.0,1249407.0,1379139.0,1334862.0,1072653.0,1414469.0
'3821,"""Prepared culture media for the development or maintenance of micro-organisms """"incl. viruses ...",1238234.0,1324049.0,1503269.0,1623535.0,1696024.0,1859995.0,1990876.0,2371848.0,2512455.0,3191780.0,3916665.0
'3822,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ...",20600728.0,20955106.0,22347356.0,23015507.0,21796784.0,23294067.0,25159882.0,27359197.0,28118927.0,39301654.0,46187511.0
'3823,Industrial monocarboxylic fatty acids; acid oils from refining; industrial fatty alcohols,8785979.0,8427491.0,7734488.0,8207351.0,6758508.0,7597199.0,9396079.0,8985920.0,7792311.0,8200451.0,13929794.0
'3824,Prepared binders for foundry moulds or cores; chemical products and preparations for the chemical ...,53440923.0,40417355.0,42472988.0,43064152.0,36370423.0,34981915.0,38456588.0,43881677.0,41575759.0,40032067.0,50815115.0
'3825,"Residual products of the chemical or allied industries, n.e.s.; municipal waste; sewage sludge; ...",188313.0,180388.0,209189.0,215261.0,135978.0,146253.0,187790.0,186102.0,175864.0,152264.0,261384.0
'3826,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",,9359720.0,10452567.0,10858947.0,7127314.0,9958569.0,11094264.0,14547285.0,16138510.0,17299577.0,30459513.0
'3827,"Mixtures containing halogenated derivatives of methane, ethane or propane, n.e.s.",,,,,,,,,,,
'3901,"Polymers of ethylene, in primary forms",73711956.0,73568124.0,78441867.0,83342755.0,71454164.0,71606878.0,77163468.0,85212640.0,77312525.0,71924466.0,101601933.0
'3902,"Polymers of propylene or of other olefins, in primary forms",45093931.0,43097335.0,45140941.0,47694626.0,38962278.0,36813813.0,41613376.0,47280055.0,43901657.0,40504577.0,58813106.0
'3903,"Polymers of styrene, in primary forms",26198217.0,24735908.0,25353424.0,24516328.0,19496264.0,18638644.0,22685449.0,24340340.0,20137176.0,17824140.0,27687209.0
'3904,"Polymers of vinyl chloride or of other halogenated olefins, in primary forms",20297542.0,18996819.0,18923774.0,19827013.0,17020158.0,16938410.0,19354378.0,19892427.0,18432444.0,17616572.0,28297059.0
'3905,"Polymers of vinyl acetate or of other vinyl esters, in primary forms; other vinyl polymers, ...",4310287.0,4270665.0,4402950.0,4491454.0,4185890.0,4190890.0,4396375.0,4759939.0,4845774.0,4557144.0,5998173.0
'3906,"Acrylic polymers, in primary forms",12647771.0,12689083.0,13298724.0,13947070.0,13852829.0,13393323.0,15177790.0,17070106.0,15994529.0,15315571.0,19734343.0
'3907,"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, ...",56585165.0,53883915.0,55013776.0,56339230.0,49244810.0,47536824.0,53913115.0,62645707.0,57136180.0,51907735.0,77640602.0
