,period,reporterCode,flowCode,partnerCode,partner2Code,cmdCode,cifvalue,fobvalue,primaryValue
1080,2022,792,X,0,0,8548,0.0,19567324.0,19567324.0
1081,2022,792,X,0,0,8549,0.0,2755093.0,2755093.0
1082,2022,792,X,0,0,8601,0.0,22700.0,22700.0
1083,2022,792,X,0,0,8603,0.0,47318993.0,47318993.0
1084,2022,792,X,0,0,8604,0.0,7340929.0,7340929.0
1085,2022,792,X,0,0,8605,0.0,15934060.0,15934060.0
1086,2022,792,X,0,0,8606,0.0,51491194.0,51491194.0
1087,2022,792,X,0,0,8607,0.0,114227878.0,114227878.0
1088,2022,792,X,0,0,8608,0.0,17720766.0,17720766.0
1089,2022,792,X,0,0,8609,0.0,29943028.0,29943028.0
1090,2022,792,X,0,0,8701,0.0,1882467618.0,1882467618.0
1091,2022,792,X,0,0,8702,0.0,1485615562.0,1485615562.0
1092,2022,792,X,0,0,8703,0.0,9350958957.0,9350958957.0
1093,2022,792,X,0,0,8704,0.0,5544327586.0,5544327586.0
1094,2022,792,X,0,0,8705,0.0,205002848.0,205002848.0
1095,2022,792,X,0,0,8706,0.0,826363.0,826363.0
1096,2022,792,X,0,0,8707,0.0,101880713.0,101880713.0
1097,2022,792,X,0,0,8708,0.0,6542891456.0,6542891456.0
1098,2022,792,X,0,0,8709,0.0,3415245.0,3415245.0
1099,2022,792,X,0,0,8711,0.0,75667033.0,75667033.0
1100,2022,792,X,0,0,8712,0.0,88416946.0,88416946.0
1101,2022,792,X,0,0,8713,0.0,3646669.0,3646669.0
1102,2022,792,X,0,0,8714,0.0,21236107.0,21236107.0
1103,2022,792,X,0,0,8715,0.0,1832998.0,1832998.0
1104,2022,792,X,0,0,8716,0.0,957237166.0,957237166.0
1105,2022,792,X,0,0,8801,0.0,531525.0,531525.0
1106,2022,792,X,0,0,8802,0.0,356353533.0,356353533.0
1107,2022,792,X,0,0,8804,0.0,900395.0,900395.0
1108,2022,792,X,0,0,8805,0.0,12085771.0,12085771.0
1109,2022,792,X,0,0,8806,0.0,1005320128.0,1005320128.0
1110,2022,792,X,0,0,8807,0.0,612905089.0,612905089.0
1111,2022,792,X,0,0,8901,0.0,568481888.0,568481888.0
1112,2022,792,X,0,0,8902,0.0,269374952.0,269374952.0
1113,2022,792,X,0,0,8903,0.0,429056727.0,429056727.0
1114,2022,792,X,0,0,8904,0.0,306833040.0,306833040.0
1115,2022,792,X,0,0,8905,0.0,20607092.0,20607092.0
1116,2022,792,X,0,0,8906,0.0,47714263.0,47714263.0
1117,2022,792,X,0,0,8907,0.0,19160288.0,19160288.0
1118,2022,792,X,0,0,9001,0.0,19828833.0,19828833.0
1119,2022,792,X,0,0,9002,0.0,2695075.0,2695075.0
1120,2022,792,X,0,0,9003,0.0,9432321.0,9432321.0
1121,2022,792,X,0,0,9004,0.0,19161454.0,19161454.0
1122,2022,792,X,0,0,9005,0.0,4655559.0,4655559.0
1123,2022,792,X,0,0,9006,0.0,2385542.0,2385542.0
1124,2022,792,X,0,0,9007,0.0,2432711.0,2432711.0
1125,2022,792,X,0,0,9008,0.0,39293.0,39293.0
1126,2022,792,X,0,0,9010,0.0,729524.0,729524.0
1127,2022,792,X,0,0,9011,0.0,5354870.0,5354870.0
1128,2022,792,X,0,0,9012,0.0,1259853.0,1259853.0
1129,2022,792,X,0,0,9013,0.0,63944162.0,63944162.0
1130,2022,792,X,0,0,9014,0.0,79636970.0,79636970.0
1131,2022,792,X,0,0,9015,0.0,36017602.0,36017602.0
1132,2022,792,X,0,0,9016,0.0,1525135.0,1525135.0
1133,2022,792,X,0,0,9017,0.0,4947291.0,4947291.0
1134,2022,792,X,0,0,9018,0.0,517054573.0,517054573.0
1135,2022,792,X,0,0,9019,0.0,42031548.0,42031548.0
1136,2022,792,X,0,0,9020,0.0,18104097.0,18104097.0
1137,2022,792,X,0,0,9021,0.0,153894176.0,153894176.0
1138,2022,792,X,0,0,9022,0.0,38013949.0,38013949.0
1139,2022,792,X,0,0,9023,0.0,6170699.0,6170699.0
1140,2022,792,X,0,0,9024,0.0,18018435.0,18018435.0
1141,2022,792,X,0,0,9025,0.0,21234435.0,21234435.0
1142,2022,792,X,0,0,9026,0.0,72811307.0,72811307.0
1143,2022,792,X,0,0,9027,0.0,56572384.0,56572384.0
1144,2022,792,X,0,0,9028,0.0,98029762.0,98029762.0
1145,2022,792,X,0,0,9029,0.0,11671328.0,11671328.0
1146,2022,792,X,0,0,9030,0.0,21330907.0,21330907.0
1147,2022,792,X,0,0,9031,0.0,96074969.0,96074969.0
1148,2022,792,X,0,0,9032,0.0,163359966.0,163359966.0
1149,2022,792,X,0,0,9033,0.0,12337808.0,12337808.0
1150,2022,792,X,0,0,9101,0.0,9322134.0,9322134.0
1151,2022,792,X,0,0,9102,0.0,19256532.0,19256532.0
1152,2022,792,X,0,0,9103,0.0,750272.0,750272.0
1153,2022,792,X,0,0,9104,0.0,487707.0,487707.0
1154,2022,792,X,0,0,9105,0.0,4257447.0,4257447.0
1155,2022,792,X,0,0,9106,0.0,711644.0,711644.0
1156,2022,792,X,0,0,9107,0.0,4552214.0,4552214.0
1157,2022,792,X,0,0,9108,0.0,141165.0,141165.0
1158,2022,792,X,0,0,9109,0.0,97364.0,97364.0
1159,2022,792,X,0,0,9110,0.0,11859.0,11859.0
1160,2022,792,X,0,0,9111,0.0,7072.0,7072.0
1161,2022,792,X,0,0,9112,0.0,136342.0,136342.0
