Product code,Product label,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
'9010,"Apparatus and equipment for photographic or cinematographic laboratories, not elsewhere specified ...",1207,913,1089,908,687,778,529,484,518,720,574,730
'9011,"Optical microscopes, incl. those for photomicrography, cinephotomicrography or microprojection ...",860,1187,1889,2073,1155,2149,1644,1863,2092,1616,1810,5355
'9012,"Electron microscopes, proton microscopes and diffraction apparatus",308,240,734,767,645,758,533,164,1136,489,497,1260
'9013,Liquid crystal devices not constituting articles provided for more specifically in other heading; ...,13716,20207,14087,18976,50822,30925,22343,26055,28833,37849,16003,63944
'9014,Direction finding compasses; other navigational instruments and appliances (excluding radio ...,4000,10504,21700,11820,13207,10511,7901,12483,77417,72643,43130,79637
'9015,"Surveying, incl. photogrammetrical surveying, hydrographic, oceanographic, hydrological, meteorological ...",8362,14007,7231,19603,18816,10559,8325,22452,39036,12716,26568,36018
'9016,"Balances of a sensitivity of 50 mg or better, with or without weights",391,407,402,481,489,551,736,830,885,803,933,1525
'9017,"Drawing, marking-out or mathematical calculating instruments, e.g. drafting machines, pantographs, ...",2549,2683,4964,6642,3589,3676,3726,4220,4832,4432,4311,4947
'9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, incl. ...",106279,121832,292075,326338,178184,175834,204390,227181,403435,470932,513394,517055
'9019,Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus; ozone ...,14724,12126,20221,18420,14203,13607,16127,14558,14595,79950,60936,42032
'9020,Breathing appliances and gas masks (excluding protective masks having neither mechanical parts ...,1246,1599,2561,2576,3475,2535,4758,2169,14529,48028,14833,18104
'9021,"Orthopaedic appliances, incl. crutches, surgical belts and trusses; splints and other fracture ...",53586,58749,79353,87317,78860,82074,78039,94360,106263,86962,132427,153894
'9022,"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations, whether or not ...",6462,12732,19694,17277,16019,10973,15848,18101,23680,37113,48059,38014
'9023,"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ...",9749,9373,6885,7308,6961,8834,5982,6626,8640,6971,7432,6171
'9024,"Machines and appliances for testing the hardness, strength, compressibility, elasticity or ...",11662,10725,11975,10203,10125,9000,15706,13248,14791,13289,17580,18018
'9025,"Hydrometers, areometers and similar floating instruments, thermometers, pyrometers, barometers, ...",11273,9003,10548,11172,10130,9697,12975,14355,15141,27210,19654,21234
'9026,"Instruments and apparatus for measuring or checking the flow, level, pressure or other variables ...",15383,18799,22362,24731,25039,26335,25862,33249,38536,45814,58127,72811
'9027,"Instruments and apparatus for physical or chemical analysis, e.g. polarimeters, refractometers, ...",14778,25481,24424,31454,36207,26997,27079,30845,33437,44980,54414,56572
'9028,"Gas, liquid or electricity supply or production meters, incl. calibrating meters therefor",32331,46867,79703,68225,56063,58423,68848,73603,78404,71060,82865,98030
'9029,"Revolution counters, production counters, taximeters, milometers, pedometers and the like (excluding ...",16067,15212,14081,12325,9572,8558,10146,9133,8775,9540,15130,11671
'9030,"Oscilloscopes, spectrum analysers and other instruments and apparatus for measuring or checking ...",16367,38428,28579,34325,16432,12305,13781,10800,17204,12775,13393,21331
'9031,"Measuring or checking instruments, appliances and machines not elsewhere specified in chapter ...",23250,32493,59148,59198,34169,47659,42607,56025,69637,64699,80251,96075
'9032,"Regulating or controlling instruments and apparatus (excluding taps, cocks and valves of heading ...",68362,72348,103918,117861,95623,99059,121869,140195,138094,120179,145061,163360
'9033,"Parts and accessories for machines, appliances, instruments or other apparatus in chapter 90, ...",268,432,755,764,5262,3120,2854,3869,3868,4490,12604,12338
'9101,"Wrist-watches, pocket-watches and other watches, incl. stop-watches, with case of precious ...",2018,2517,1504,3045,2916,2334,3540,9937,10925,9853,14255,9322
'9102,"Wrist-watches, pocket-watches and other watches, incl. stop-watches (excluding of precious ...",11203,12254,14694,23946,24578,25044,34234,34721,26930,17269,23236,19257
'9103,"Clocks with watch movements (excluding wrist-watches, pocket-watches and other watches of heading ...",367,286,496,679,346,315,347,338,372,235,768,750
'9104,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ...",184,188,331,1008,698,208,244,303,392,279,315,488
'9105,"Clocks (excluding wrist-watches, pocket-watches and other watches of heading 9101 or 9102, ...",2090,2376,2088,2600,1929,1760,2025,2062,2883,2261,4192,4257
'9106,"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating ...",2118,2264,2172,254,134,157,75,368,182,223,392,712
'9107,Time switches with clock or watch movement or with synchronous motor,428,809,2757,3873,3914,3718,4573,4845,2697,4252,6116,4552
'9108,"Watch movements, complete and assembled",128,60,153,127,72,119,14,217,149,4,320,141
'9109,"Clock movements, complete and assembled (excluding watch movements)",46,69,175,64,62,51,36,11,126,73,154,97
'9110,"Complete, unassembled or partly assembled watch or clock movements or movement sets; incomplete ...",4,5,6,0,0,5,0,1,57,1,6,12
'9111,"Cases for wrist-watches, pocket-watches and other watches, incl. stop-watches, of heading 9101 ...",7,4,65,5,48,30,6,5,8,9,57,7
'9112,"Clock and watch cases and parts thereof, n.e.s. (excluding for wrist-watches, pocket-watches ...",24,19,34,34,4,3,4,8,6,0,102,136
'9113,"Watch straps, watch bands and watch bracelets, and parts thereof, n.e.s.",126,36,42,47,115,265,548,91,147,57,911,1296
'9114,"Clock or watch parts, n.e.s.",196,96,61,198,99,185,239,50,96,120,105,155
'9201,"Pianos, incl. automatic; harpsichords and other keyboard stringed instruments",77,116,485,262,118,66,74,69,66,519,249,94
'9202,"String musical instruments, e.g. guitars, violins, and harps (excluding with keyboard)",445,517,565,494,409,442,504,640,488,763,1476,1337
'9205,"""Wind musical instruments """"e.g. clarinets, trumpets, bagpipes, keyboard pipe organs, harmoniums ...",144,134,167,174,59,39,29,56,84,39,348,228
'9206,"Percussion musical instruments, e.g. drums, xylophones, cymbals, castanets, maracas",8008,8330,7832,8812,8268,8798,8585,10305,10173,9238,11472,12512
'9207,"Musical instruments, the sound of which is produced, or must be amplified, electrically, e.g. ...",192,120,134,240,44,39,85,77,99,38,582,1138
'9208,"Musical boxes, fairground organs, mechanical street organs, mechanical singing birds, musical ...",23,10,15,17,72,41,28,76,97,98,169,93
'9209,"Parts and accessories for musical instruments, e.g. mechanisms for musical boxes, cards, discs ...",205,185,217,209,195,135,178,79,150,163,582,1097
'9301,"Military weapons, incl. sub-machine guns (excluding revolvers and pistols of heading 9302 and ...",0,2019,0,0,8067,2550,0,0,0,0,0,0
'9302,Revolvers and pistols (excluding those of heading 9303 or 9304 and sub-machine guns for military ...,14029,15144,28431,15570,23016,26891,27234,26393,39898,85767,152830,128713
'9303,"Firearms and similar devices which operate by the firing of an explosive charge, e.g. sporting ...",72946,105601,155353,142235,117532,138456,125229,135493,149147,291660,454477,304951
'9304,"Spring, air or gas guns and pistols, truncheons and other non-firearms (excluding swords, cutlasses, ...",16111,19520,23285,20034,16180,15225,16488,17272,15471,23060,30774,30266
'9305,"Parts and accessories for weapons and the like of heading 9301 to 9304, n.e.s.",19298,21485,33798,31744,25404,22972,18646,21865,26887,36458,56259,52753
'9306,"Bombs, grenades, torpedos, mines, missiles, cartridges and other ammunition and projectiles ...",11663,14909,34849,49934,73922,122729,45182,73461,83926,76371,163225,158267
'9307,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ...",44,18,71,112,16,15,12,13,20,225,243,379
'9401,"Seats, whether or not convertible into beds, and parts thereof, n.e.s. (excluding medical, ...",632131,646219,738527,789532,746084,787745,849981,956004,1294052,1162942,1462201,1623956
'9402,"Medical, surgical, dental or veterinary furniture, e.g. operating tables, examination tables, ...",26610,32409,53823,45978,29820,32151,36902,43989,62739,113502,94040,115680
'9403,"Furniture and parts thereof, n.e.s. (excluding seats and medical, surgical, dental or veterinary ...",894530,1113035,1377270,1498324,1350890,1281477,1305119,1488049,1762848,1751199,2210538,2472474
'9404,"Mattress supports (excluding spring interiors for seats); articles of bedding and similar furnishing, ...",105109,106909,142252,153058,129744,132849,168405,198698,296185,398940,459731,420107
'9405,"Lamps and lighting fittings, incl. searchlights and spotlights, and parts thereof, n.e.s; illuminated ...",237956,247002,322839,337856,247779,256148,232099,232016,248366,231702,296513,332884
'9406,"Prefabricated buildings, whether or not complete or already assembled",213839,275087,294605,230853,249030,168572,167839,211843,204675,238764,265331,295625
'9503,"""Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...",23706,25836,31199,37958,29104,30687,34944,32829,44710,43772,83336,108683
'9504,"Video game consoles and machines, articles for funfair, table or parlour games, incl. pintables, ...",2373,2965,7427,13819,7692,5925,5223,6512,7016,8048,13451,14576
'9505,"Festival, carnival or other entertainment articles, incl. conjuring tricks and novelty jokes, ...",1264,2191,2185,2527,1190,1548,1607,1299,1151,1309,3488,5823
'9506,"Articles and equipment for general physical exercise, gymnastics, athletics, other sports, ...",38441,49839,63606,61089,63683,57296,68803,76027,69436,51377,56180,69820
'9507,"Fishing rods, fish-hooks and other line fishing tackle n.e.s; fish landing nets, butterfly ...",423,625,625,643,678,353,392,295,346,332,613,1020
'9508,"Roundabouts, swings, shooting galleries and other fairground amusements; travelling circuses ...",15075,16974,16601,20624,15370,12093,14161,22036,25888,24032,26517,40863
'9601,"Worked ivory, bone, tortoiseshell, horn, antlers, coral, mother-of-pearl and other animal carving ...",10,9,27,23,10,9,49,53,46,15,25,46
'9602,Worked vegetable or mineral carving material and articles of these materials n.e.s; moulded ...,259,131,158,136,328,186,357,233,584,216,768,1365
'9603,"Brooms, brushes, incl. brushes constituting parts of machines, appliances or vehicles, hand-operated ...",29472,36837,45936,52196,45517,46496,49372,51224,58828,65585,76614,84493
'9604,Hand sieves and hand riddles (excluding colanders),189,181,248,447,489,157,64,234,289,276,221,302
'9605,"Travel sets for personal toilet, sewing or shoe or clothes cleaning (excluding manicure sets)",209,146,3734,5866,1201,1155,1203,232,19794,4554,7956,18873
'9606,"Buttons, press-fasteners, snap-fasteners and press studs, button moulds and other parts of ...",26474,32607,35300,38039,40877,33393,34629,35888,34655,27641,42329,44700
'9607,Slide fasteners and parts thereof,39729,40847,49572,58497,50594,48366,46113,45293,38439,35968,49475,50756
'9608,"Ball-point pens; felt tipped and other porous-tipped pens and markers; fountain pens, stylograph ...",5749,5550,6874,9397,8674,8647,8119,10158,10571,7208,10952,13826
'9609,"Pencils, crayons, pencil leads, pastels, drawing charcoals, writing or drawing chalks and tailors' ...",4286,5051,5277,6232,4308,4631,5560,5343,3602,3283,3701,4965
'9610,"Slates and boards, with writing or drawing surfaces, whether or not framed",2360,2513,2841,3254,1986,3328,2067,2104,3561,4797,3891,5972
'9611,"Hand-operated date, sealing or numbering stamps, and the like; hand-operated composing sticks ...",741,1035,523,788,682,393,658,800,905,615,1419,2298
'9612,"Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether ...",3785,1013,1098,1041,1130,1256,1425,1493,1761,1292,2210,3518
'9613,"Cigarette lighters and other lighters, whether or not mechanical or electrical and parts thereof, ...",3646,3094,2183,3132,5213,2223,2914,3086,4784,6801,9380,8061
'9614,"Smoking pipes, incl. pipe bowls, cigar or cigarette holders, and parts thereof, n.e.s.",2053,2674,2603,4073,5465,6412,8143,9357,8001,12198,16358,9632
'9615,"Combs, hair-slides and the like; hairpins; curling pins, curling grips, hair-curlers and the ...",2188,2685,2090,2282,2143,2034,1557,1476,1705,1940,2326,3767
'9616,"Scent sprays and similar toilet sprays, and mounts and heads therefor; powder puffs and pads ...",1771,1661,2966,2264,2066,2093,2156,2474,2281,2082,1698,2667
